name,sex,transcript
Cirill,male,"('ts', 'i', 'R2', 'i', 'l', 'l')"
Cirják,male,"('ts', 'i', 'R2', 'j', 'a:', 'k')"
Cirjék,male,"('ts', 'i', 'R2', 'j', 'e:', 'k')"
Círus,male,"('ts', 'i:', 'R2', 'u', 'S')"
Cvi,male,"('ts', 'v', 'i')"
Csaba,male,"('tS', 'ts', 'A', 'b', 'A')"
Csák,male,"('tS', 'ts', 'a:', 'k')"
Csanád,male,"('tS', 'ts', 'A', 'n', 'a:', 'd', 'd')"
Csát,male,"('tS', 'ts', 'a:', 't')"
Csatád,male,"('tS', 'ts', 'A', 't', 'a:', 'd')"
Csatár,male,"('tS', 'ts', 'A', 't', 'a:', 'R2')"
Csató,male,"('tS', 'ts', 'A', 't', 'o:')"
Csed,male,"('tS', 'ts', 'E', 'd')"
Csege,male,"('tS', 'ts', 'E', 'g', 'E')"
Csegő,male,"('tS', 'ts', 'E', 'g', 'Y')"
Csejte,male,"('tS', 'ts', 'E', 'j', 't', 'E')"
Cseke,male,"('tS', 'ts', 'E', 'k', 'E')"
Csekő,male,"('tS', 'ts', 'E', 'k', 'Y')"
Csemen,male,"('tS', 'ts', 'E', 'm', 'E', 'n')"
Csenger,male,"('tS', 'ts', 'E', 'n', '(g', 'g', 'E', 'R2')"
Csépán,male,"('tS', 'ts', 'e:', 'p', 'a:', 'n')"
Csepel,male,"('tS', 'ts', 'E', 'p', 'E', 'l')"
Cserjén,male,"('tS', 'ts', 'E', 'R2', 'j', 'e:', 'n')"
Csete,male,"('tS', 'ts', 'E', 't', 'E')"
Csetény,male,"('tS', 'ts', 'E', 't', 'e:', 'n', 'n^')"
Csikó,male,"('tS', 'ts', 'i', 'k', 'o:')"
Csingiz,male,"('tS', 'ts', 'i', 'n', '(g', 'g', 'i', 'z')"
Csobád,male,"('tS', 'ts', 'o', 'b', 'a:', 'd')"
Csobajd,male,"('tS', 'ts', 'o', 'b', 'A', 'j', 'd')"
Csobán,male,"('tS', 'ts', 'o', 'b', 'a:', 'n')"
Csobánc,male,"('tS', 'ts', 'o', 'b', 'a:', 'n', 'ts')"
Csolt,male,"('tS', 'ts', 'o', 'l', 't')"
Csoma,male,"('tS', 'ts', 'o', 'm', 'A')"
Csombor,male,"('tS', 'ts', 'o', 'm', 'b', 'o', 'R2')"
Csomor,male,"('tS', 'ts', 'o', 'm', 'o', 'R2')"
Csongor,male,"('tS', 'ts', 'o', 'n', '(g', 'g', 'o', 'R2')"
Csörsz,male,"('tS', 'ts', 'Y', 'R2', 's', 'S')"
Dagobert,male,"('d', 'A', 'g', 'o', 'b', 'E', 'R2', 't')"
Dagomér,male,"('d', 'A', 'g', 'o', 'm', 'e:', 'R2')"
Dakó,male,"('d', 'A', 'k', 'o:')"
Dalia,male,"('d', 'A', 'l', 'i', 'A')"
Dalibor,male,"('d', 'A', 'l', 'i', 'b', 'o', 'R2')"
Dalton,male,"('d', 'A', 'l', 't', 'o', 'n')"
Damáz,male,"('d', 'A', 'm', 'a:', 'z')"
Damián,male,"('d', 'A', 'm', 'i', 'a:', 'n')"
Damír,male,"('d', 'A', 'm', 'i:', 'R2')"
Damján,male,"('d', 'A', 'm', 'j', 'a:', 'n')"
Damos,male,"('d', 'A', 'm', 'o', 'S')"
Dániel,male,"('d', 'a:', 'n', 'i', 'E', 'l')"
Daniló,male,"('d', 'A', 'n', 'i', 'l', 'o:')"
Dános,male,"('d', 'a:', 'n', 'o', 'S')"
Dante,male,"('d', 'A', 'n', 't', 'E')"
Daren,male,"('d', 'A', 'R2', 'E', 'n')"
Dárió,male,"('d', 'a:', 'R2', 'i', 'o:')"
Dárisz,male,"('d', 'a:', 'R2', 'i', 's', 'S')"
Dárius,male,"('d', 'a:', 'R2', 'i', 'u', 'S')"
Dáriusz,male,"('d', 'a:', 'R2', 'i', 'u', 's', 'S')"
Dárkó,male,"('d', 'a:', 'R2', 'k', 'o:')"
Darnel,male,"('d', 'A', 'R2', 'n', 'E', 'l')"
Dasztin,male,"('d', 'A', 's', 'S', 't', 'i', 'n')"
Dátán,male,"('d', 'a:', 't', 'a:', 'n')"
Dávid,male,"('d', 'a:', 'v', 'i', 'd')"
Décse,male,"('d', 'e:', 'tS', 'ts', 'E')"
Deján,male,"('d', 'E', 'j', 'a:', 'n')"
Dejte,male,"('d', 'E', 'j', 't', 'E')"
Delánó,male,"('d', 'E', 'l', 'a:', 'n', 'o:')"
Deli,male,"('d', 'E', 'l', 'i', 'i', 'd', 'E', 'l')"
Deme,male,"('d', 'E', 'm', 'E')"
Demény,male,"('d', 'E', 'm', 'e:', 'n', 'n^')"
Demeter,male,"('d', 'E', 'm', 'E', 't', 'E', 'R2')"
Demir,male,"('d', 'E', 'm', 'i', 'R2')"
Demjén,male,"('d', 'E', 'm', 'j', 'e:', 'n')"
Dénes,male,"('d', 'e:', 'n', 'E', 'S')"
Dengezik,male,"('d', 'E', 'n', '(g', 'g', 'E', 'z', 'i', 'k')"
Denisz,male,"('d', 'E', 'n', 'i', 's', 'S')"
Denton,male,"('d', 'E', 'n', 't', 'o', 'n')"
Deodát,male,"('d', 'E', 'o', 'd', 'a:', 't')"
Derek,male,"('d', 'E', 'R2', 'E', 'k')"
Derel,male,"('d', 'E', 'R2', 'E', 'l')"
Ders,male,"('d', 'E', 'R2', 'S')"
Derzs,male,"('d', 'E', 'R2', 'z', 'Z')"
Dés,male,"('d', 'e:', 'S')"
Detre,male,"('d', 'E', 't', 're', 'R2', 'd', 'E', 't')"
Dévald,male,"('d', 'e:', 'v', 'A', 'l', 'd')"
Devecser,male,"('d', 'E', 'v', 'E', 'tS', 'ts', 'E', 'R2')"
Dexter,male,"('d', 'E', 'ks', 't', 'E', 'R2')"
Dezmér,male,"('d', 'E', 'z', 'm', 'e:', 'R2')"
Dezmond,male,"('d', 'E', 'z', 'm', 'o', 'n', 'd')"
Dezsér,male,"('d', 'E', 'z', 'Z', 'e:', 'R2')"
Dezsider,male,"('d', 'E', 'z', 'Z', 'i', 'd', 'E', 'R2')"
Dezső,male,"('d', 'E', 'z', 'Z', 'Y')"
Diaz,male,"('d', 'i', 'A', 'z')"
Didák,male,"('d', 'i', 'd', 'a:', 'k')"
Diegó,male,"('d', 'i', 'E', 'g', 'o:')"
Dienes,male,"('d', 'i', 'E', 'n', 'E', 'S')"
Dijár,male,"('d', 'i', 'j', 'a:', 'R2')"
Dilen,male,"('d', 'i', 'l', 'E', 'n')"
Dilon,male,"('d', 'i', 'l', 'o', 'n')"
Dimitri,male,"('d', 'i', 'm', 'i', 't', 'R2', 'i', 'i', 'd', 'i', 'm', 'i', 't', 'R2')"
Dimitrij,male,"('d', 'i', 'm', 'i', 't', 'R2', 'i', 'j')"
Dioméd,male,"('d', 'i', 'o', 'm', 'e:', 'd')"
Dion,male,"('d', 'i', 'o', 'n')"
Ditmár,male,"('d', 'i', 't', 'm', 'a:', 'R2')"
Doboka,male,"('d', 'o', 'b', 'o', 'k', 'A')"
Dókus,male,"('d', 'o:', 'k', 'u', 'S')"
Dolen,male,"('d', 'o', 'l', 'E', 'n')"
Doma,male,"('d', 'o', 'm', 'A')"
Domán,male,"('d', 'o', 'm', 'a:', 'n')"
Dománd,male,"('d', 'o', 'm', 'a:', 'n', 'd')"
Domicián,male,"('d', 'o', 'm', 'i', 'ts', 'i', 'a:', 'n')"
Dominik,male,"('d', 'o', 'm', 'i', 'n', 'i', 'k')"
Domokos,male,"('d', 'o', 'm', 'o', 'k', 'o', 'S')"
Domonkos,male,"('d', 'o', 'm', 'o', 'n', '(k', 'k', 'o', 'S')"
Domos,male,"('d', 'o', 'm', 'o', 'S')"
Donald,male,"('d', 'o', 'n', 'A', 'l', 'd')"
Donát,male,"('d', 'o', 'n', 'a:', 't')"
Donátó,male,"('d', 'o', 'n', 'a:', 't', 'o:')"
Donoven,male,"('d', 'o', 'n', 'o', 'v', 'E', 'n')"
Dorel,male,"('d', 'o', 'R2', 'E', 'l')"
Dorián,male,"('d', 'o', 'R2', 'i', 'a:', 'n')"
Dorion,male,"('d', 'o', 'R2', 'i', 'o', 'n')"
Dormán,male,"('d', 'o', 'R2', 'R2_m', 'a:', 'n')"
Dormánd,male,"('d', 'o', 'R2', 'R2_m', 'a:', 'n', 'd')"
Doroteó,male,"('d', 'o', 'R2', 'o', 't', 'E', 'o:')"
Dotán,male,"('d', 'o', 't', 'a:', 'n')"
Dov,male,"('d', 'o', 'v')"
Dózsa,male,"('d', 'o:', 'z', 'Z', 'A')"
Döme,male,"('d', 'Y', 'm', 'E')"
Dömjén,male,"('d', 'Y', 'm', 'j', 'e:', 'n')"
Dömös,male,"('d', 'Y', 'm', 'Y', 'S')"
Dömötör,male,"('d', 'Y', 'm', 'Y', 't', 'Y', 'R2')"
Dragan,male,"('d', 'R2', 'A', 'g', 'A', 'n')"
Dragomír,male,"('d', 'R2', 'A', 'g', 'o', 'm', 'i:', 'R2')"
Drasek,male,"('d', 'R2', 'A', 'S', 'E', 'k')"
Dukász,male,"('d', 'u', 'k', 'a:', 's', 'S')"
Dusán,male,"('d', 'u', 'S', 'a:', 'n')"
Dzsamal,male,"('dZ', 'dz:', 'dz:', 'd', 'A', 'm', 'A', 'l')"
Dzsárgál,male,"('dZ', 'dz:', 'dz:', 'd', 'a:', 'R2', 'g', 'a:', 'l')"
Dzsasztin,male,"('dZ', 'dz:', 'dz:', 'd', 'A', 's', 'S', 't', 'i', 'n')"
Dzseferzon,male,"('dZ', 'dz:', 'dz:', 'd', 'E', 'f', 'E', 'R2', 'z', 'o', 'n')"
Dzserald,male,"('dZ', 'dz:', 'dz:', 'd', 'E', 'R2', 'A', 'l', 'd')"
Dzsingiz,male,"('dZ', 'dz:', 'dz:', 'd', 'i', 'n', '(g', 'g', 'i', 'z')"
Dzsínó,male,"('dZ', 'dz:', 'dz:', 'd', 'i:', 'n', 'o:')"
Dzsúlió,male,"('dZ', 'dz:', 'dz:', 'd', 'u:', 'l', 'i', 'o:')"
Ében,male,"('e:', 'b', 'ben', 'e:')"
Ecse,male,"('E', 'tS', 'ts', 'E')"
Ede,male,"('E', 'd', 'E')"
Edekon,male,"('E', 'd', 'E', 'k', 'o', 'n')"
Éder,male,"('e:', 'd', 'E', 'R2')"
Edgár,male,"('E', 'd', 'g', 'a:', 'R2')"
Edizon,male,"('E', 'd', 'i', 'z', 'o', 'n')"
Edmond,male,"('E', 'd', 'm', 'o', 'n', 'd')"
Edmund,male,"('E', 'd', 'm', 'u', 'n', 'd')"
Edömér,male,"('E', 'd', 'Y', 'm', 'e:', 'R2')"
Edrik,male,"('E', 'd', 'R2', 'i', 'k')"
Eduán,male,"('E', 'd', 'u', 'a:', 'n')"
Eduárd,male,"('E', 'd', 'u', 'a:', 'R2', 'd')"
Eduárdó,male,"('E', 'd', 'u', 'a:', 'R2', 'd', 'o:')"
Edvárd,male,"('E', 'd', 'v', 'a:', 'R2', 'd')"
Edvin,male,"('E', 'd', 'v', 'i', 'n')"
Efe,male,"('E', 'f', 'E')"
Efraim,male,"('E', 'f', 'R2', 'A', 'i', 'm')"
Efrém,male,"('E', 'f', 'R2', 'e:', 'm')"
Egbert,male,"('E', 'g', 'b', 'E', 'R2', 't')"
Egmont,male,"('E', 'g', 'm', 'o', 'n', 't')"
Egon,male,"('E', 'g', 'o', 'n')"
Egyed,male,"('E', 'J', 'g', 'E', 'd')"
Éhúd,male,"('e:', 'h', 'u:', 'd')"
Ejnár,male,"('E', 'j', 'n', 'a:', 'R2')"
Ékám,male,"('e:', 'k', 'a:', 'm')"
Elád,male,"('E', 'l', 'a:', 'd')"
Eldon,male,"('E', 'l', 'd', 'o', 'n')"
Elek,male,"('E', 'l', 'E', 'k')"
Elemér,male,"('E', 'l', 'E', 'm', 'e:', 'R2')"
Éli,male,"('e:', 'l', 'i', 'i', 'e:', 'l')"
Eliáb,male,"('E', 'l', 'i', 'a:', 'b')"
Eliákim,male,"('E', 'l', 'i', 'a:', 'k', 'i', 'm')"
Eliám,male,"('E', 'l', 'i', 'a:', 'm')"
Elián,male,"('E', 'l', 'i', 'a:', 'n')"
Éliás,male,"('e:', 'l', 'i', 'a:', 'S')"
Eliél,male,"('E', 'l', 'i', 'e:', 'l')"
Eliézer,male,"('E', 'l', 'i', 'e:', 'z', 'E', 'R2')"
Elígiusz,male,"('E', 'l', 'i:', 'g', 'i', 'u', 's', 'S')"
Elihú,male,"('E', 'l', 'i', 'h', 'u:')"
Eliot,male,"('E', 'l', 'i', 'o', 't')"
Elizeus,male,"('E', 'l', 'i', 'z', 'E', 'u', 'S')"
Elládán,male,"('E', 'l', 'l', 'a:', 'd', 'a:', 'n')"
Ellák,male,"('E', 'l', 'l', 'a:', 'k')"
Elmár,male,"('E', 'l', 'm', 'a:', 'R2')"
Elmó,male,"('E', 'l', 'm', 'o:')"
Elon,male,"('E', 'l', 'o', 'n')"
Élon,male,"('e:', 'l', 'o', 'n')"
Előd,male,"('E', 'l', 'Y', 'd')"
Elton,male,"('E', 'l', 't', 'o', 'n')"
Elvir,male,"('E', 'l', 'v', 'i', 'R2')"
Emánuel,male,"('E', 'm', 'a:', 'n', 'u', 'E', 'l')"
Emeka,male,"('E', 'm', 'E', 'k', 'A')"
Emett,male,"('E', 'm', 'E', 't:', 't')"
Emil,male,"('E', 'm', 'i', 'l')"
Emilián,male,"('E', 'm', 'i', 'l', 'i', 'a:', 'n')"
Emin,male,"('E', 'm', 'i', 'n')"
Emir,male,"('E', 'm', 'i', 'R2')"
Emmett,male,"('E', 'm', 'm', 'E', 't:', 't')"
Emőd,male,"('E', 'm', 'Y', 'd')"
Endre,male,"('E', 'n', 'd', 're', 'R2', 'E', 'n', 'd')"
Éneás,male,"('e:', 'n', 'E', 'a:', 'S')"
Engelbert,male,"('E', 'n', '(g', 'g', 'E', 'l', 'b', 'E', 'R2', 't')"
Engelhard,male,"('E', 'n', '(g', 'g', 'E', 'l', 'h', 'A', 'R2', 'd')"
Enki,male,"('E', 'n', '(k', 'k', 'i', 'i', 'E', 'n', '(k', 'k')"
Énok,male,"('e:', 'n', 'o', 'k')"
Énók,male,"('e:', 'n', 'o:', 'k')"
Enrikó,male,"('E', 'n', 'R2', 'i', 'k', 'o:')"
Enzó,male,"('E', 'n', 'z', 'o:')"
Erazmus,male,"('E', 'R2', 'A', 'z', 'm', 'u', 'S')"
Erdő,male,"('E', 'R2', 'd', 'Y')"
Erhard,male,"('E', 'R2', 'h', 'A', 'R2', 'd')"
Erhárd,male,"('E', 'R2', 'h', 'a:', 'R2', 'd')"
Erik,male,"('E', 'R2', 'i', 'k')"
Erk,male,"('E', 'R2', 'k')"
Erling,male,"('E', 'R2', 'l', 'i', 'n', '(g', 'g')"
Ernák,male,"('E', 'R2', 'n', 'a:', 'k')"
Ernán,male,"('E', 'R2', 'n', 'a:', 'n')"
Erneszt,male,"('E', 'R2', 'n', 'E', 's', 'S', 't')"
Ernesztó,male,"('E', 'R2', 'n', 'E', 's', 'S', 't', 'o:')"
Ernik,male,"('E', 'R2', 'n', 'i', 'k')"
Ernő,male,"('E', 'R2', 'n', 'Y')"
Ernye,male,"('E', 'R2', 'n', 'n^', 'E')"
Erósz,male,"('E', 'R2', 'o:', 's', 'S')"
Erős,male,"('E', 'R2', 'Y', 'S')"
Ervin,male,"('E', 'R2', 'v', 'i', 'n')"
Étán,male,"('e:', 't', 'a:', 'n')"
Ete,male,"('E', 't', 'E')"
Etele,male,"('E', 't', 'E', 'l', 'E')"
Etre,male,"('E', 't', 're', 'R2', 'E', 't')"
Eugén,male,"('E', 'u', 'g', 'e:', 'n')"
Euszták,male,"('E', 'u', 's', 'S', 't', 'a:', 'k')"
Eutim,male,"('E', 'u', 't', 'i', 'm')"
Évald,male,"('e:', 'v', 'A', 'l', 'd')"
Evariszt,male,"('E', 'v', 'A', 'R2', 'i', 's', 'S', 't')"
Everard,male,"('E', 'v', 'E', 'R2', 'A', 'R2', 'd')"
Evron,male,"('E', 'v', 'R2', 'o', 'n')"
Ezékiel,male,"('E', 'z', 'e:', 'k', 'i', 'E', 'l')"
Ezel,male,"('E', 'z', 'E', 'l')"
Ézer,male,"('e:', 'z', 'E', 'R2')"
Ezra,male,"('E', 'z', 'R2', 'ra', 'E', 'z')"
Ézsaiás,male,"('e:', 'z', 'Z', 'A', 'i', 'a:', 'S')"
Fábián,male,"('f', 'a:', 'b', 'i', 'a:', 'n')"
Fábió,male,"('f', 'a:', 'b', 'i', 'o:')"
Fábiusz,male,"('f', 'a:', 'b', 'i', 'u', 's', 'S')"
Fabó,male,"('f', 'A', 'b', 'o:')"
Fabríció,male,"('f', 'A', 'b', 'R2', 'i:', 'ts', 'i', 'o:')"
Fabrícius,male,"('f', 'A', 'b', 'R2', 'i:', 'ts', 'i', 'u', 'S')"
Fabríciusz,male,"('f', 'A', 'b', 'R2', 'i:', 'ts', 'i', 'u', 's', 'S')"
Fadi,male,"('f', 'A', 'd', 'i', 'i', 'f', 'A', 'd')"
Fajsz,male,"('f', 'A', 'j', 's', 'S')"
Farisz,male,"('f', 'A', 'R2', 'i', 's', 'S')"
Farkas,male,"('f', 'A', 'R2', 'k', 'A', 'S')"
Fausztusz,male,"('f', 'A', 'u', 's', 'S', 't', 'u', 's', 'S')"
Fedor,male,"('f', 'E', 'd', 'o', 'R2')"
Felicián,male,"('f', 'E', 'l', 'i', 'ts', 'i', 'a:', 'n')"
Félix,male,"('f', 'e:', 'l', 'i', 'ks')"
Ferdinánd,male,"('f', 'E', 'R2', 'd', 'i', 'n', 'a:', 'n', 'd')"
Ferenc,male,"('f', 'E', 'R2', 'E', 'n', 'ts')"
Fernandó,male,"('f', 'E', 'R2', 'n', 'A', 'n', 'd', 'o:')"
Fernándó,male,"('f', 'E', 'R2', 'n', 'a:', 'n', 'd', 'o:')"
Fidél,male,"('f', 'i', 'd', 'e:', 'l')"
Filemon,male,"('f', 'i', 'l', 'E', 'm', 'o', 'n')"
Filep,male,"('f', 'i', 'l', 'E', 'p')"
Filibert,male,"('f', 'i', 'l', 'i', 'b', 'E', 'R2', 't')"
Filip,male,"('f', 'i', 'l', 'i', 'p')"
Filippó,male,"('f', 'i', 'l', 'i', 'p', 'p:', 'o:')"
Filomén,male,"('f', 'i', 'l', 'o', 'm', 'e:', 'n')"
Fineás,male,"('f', 'i', 'n', 'E', 'a:', 'S')"
Flavián,male,"('f', 'l', 'A', 'v', 'i', 'a:', 'n')"
Flávió,male,"('f', 'l', 'a:', 'v', 'i', 'o:')"
Fláviusz,male,"('f', 'l', 'a:', 'v', 'i', 'u', 's', 'S')"
Florentin,male,"('f', 'l', 'o', 'R2', 'E', 'n', 't', 'i', 'n')"
Flórián,male,"('f', 'l', 'o:', 'R2', 'i', 'a:', 'n')"
Florin,male,"('f', 'l', 'o', 'R2', 'i', 'n')"
Flóris,male,"('f', 'l', 'o:', 'R2', 'i', 'S')"
Fodor,male,"('f', 'o', 'd', 'o', 'R2')"
Folkus,male,"('f', 'o', 'l', 'k', 'u', 'S')"
Fóris,male,"('f', 'o:', 'R2', 'i', 'S')"
Fortunát,male,"('f', 'o', 'R2', 't', 'u', 'n', 'a:', 't')"
Fortunátó,male,"('f', 'o', 'R2', 't', 'u', 'n', 'a:', 't', 'o:')"
Frank,male,"('f', 'R2', 'A', 'n', '(k', 'k')"
Franklin,male,"('f', 'R2', 'A', 'n', '(k', 'k', 'l', 'i', 'n')"
Frederik,male,"('f', 'R2', 'E', 'd', 'E', 'R2', 'i', 'k')"
Frederíkó,male,"('f', 'R2', 'E', 'd', 'E', 'R2', 'i:', 'k', 'o:')"
Frej,male,"('f', 'R2', 'E', 'j')"
Fremont,male,"('f', 'R2', 'E', 'm', 'o', 'n', 't')"
Fridolin,male,"('f', 'R2', 'i', 'd', 'o', 'l', 'i', 'n')"
Frigyes,male,"('f', 'R2', 'i', 'J', 'g', 'E', 'S')"
Frodó,male,"('f', 'R2', 'o', 'd', 'o:')"
Fülöp,male,"('f', 'y', 'l', 'Y', 'p')"
Gáber,male,"('g', 'a:', 'b', 'E', 'R2')"
Gábor,male,"('g', 'a:', 'b', 'o', 'R2')"
Gabos,male,"('g', 'A', 'b', 'o', 'S')"
Gábos,male,"('g', 'a:', 'b', 'o', 'S')"
Gábri,male,"('g', 'a:', 'b', 'R2', 'i', 'i', 'g', 'a:', 'b', 'R2')"
Gábriel,male,"('g', 'a:', 'b', 'R2', 'i', 'E', 'l')"
Gábris,male,"('g', 'a:', 'b', 'R2', 'i', 'S')"
Gál,male,"('g', 'a:', 'l')"
Galahad,male,"('g', 'A', 'l', 'A', 'h', 'A', 'd')"
Gallusz,male,"('g', 'A', 'l', 'l', 'u', 's', 'S')"
Gálos,male,"('g', 'a:', 'l', 'o', 'S')"
Gandalf,male,"('g', 'A', 'n', 'd', 'A', 'l', 'f')"
Gara,male,"('g', 'A', 'R2', 'ra', 'g', 'A')"
Gáspár,male,"('g', 'a:', 'S', 'p', 'a:', 'R2')"
Gaszton,male,"('g', 'A', 's', 'S', 't', 'o', 'n')"
Gaura,male,"('g', 'A', 'u', 'R2', 'ra', 'g', 'A', 'u')"
Gazsó,male,"('g', 'A', 'z', 'Z', 'o:')"
Gécsa,male,"('g', 'e:', 'tS', 'ts', 'A')"
Gede,male,"('g', 'E', 'd', 'E')"
Gedeon,male,"('g', 'E', 'd', 'E', 'o', 'n')"
Gedő,male,"('g', 'E', 'd', 'Y')"
Gejza,male,"('g', 'E', 'j', 'z', 'A')"
Gellén,male,"('g', 'E', 'l', 'l', 'e:', 'n')"
Gellért,male,"('g', 'E', 'l', 'l', 'e:', 'R2', 't')"
Geminián,male,"('g', 'E', 'm', 'i', 'n', 'i', 'a:', 'n')"
Gerált,male,"('g', 'E', 'R2', 'a:', 'l', 't')"
Geraszim,male,"('g', 'E', 'R2', 'A', 's', 'S', 'i', 'm')"
Gerd,male,"('g', 'E', 'R2', 'd')"
Geréb,male,"('g', 'E', 'R2', 'e:', 'b')"
Gereben,male,"('g', 'E', 'R2', 'E', 'b', 'ben', 'g', 'E', 're', 'R2')"
Gergely,male,"('g', 'E', 'R2', 'g', 'E', 'l', 'j')"
Gergő,male,"('g', 'E', 'R2', 'g', 'Y')"
Gerhárd,male,"('g', 'E', 'R2', 'h', 'a:', 'R2', 'd')"
Gerjén,male,"('g', 'E', 'R2', 'j', 'e:', 'n')"
Germán,male,"('g', 'E', 'R2', 'R2_m', 'a:', 'n')"
Gernot,male,"('g', 'E', 'R2', 'n', 'o', 't')"
Gerold,male,"('g', 'E', 'R2', 'o', 'l', 'd')"
Gerő,male,"('g', 'E', 'R2', 'Y')"
Gerváz,male,"('g', 'E', 'R2', 'v', 'a:', 'z')"
Gerzson,male,"('g', 'E', 'R2', 'z', 'Z', 'o', 'n')"
Géza,male,"('g', 'e:', 'z', 'A')"
Gibárt,male,"('g', 'i', 'b', 'a:', 'R2', 't')"
Gida,male,"('g', 'i', 'd', 'A')"
Gilbert,male,"('g', 'i', 'l', 'b', 'E', 'R2', 't')"
Gilgames,male,"('g', 'i', 'l', 'g', 'A', 'm', 'E', 'S')"
Girót,male,"('g', 'i', 'R2', 'o:', 't')"
Gisó,male,"('g', 'i', 'S', 'o:')"
Glenn,male,"('g', 'l', 'E', 'n', 'n')"
Gobert,male,"('g', 'o', 'b', 'E', 'R2', 't')"
Godó,male,"('g', 'o', 'd', 'o:')"
Godvin,male,"('g', 'o', 'd', 'v', 'i', 'n')"
Gópál,male,"('g', 'o:', 'p', 'a:', 'l')"
Gorán,male,"('g', 'o', 'R2', 'a:', 'n')"
Gorda,male,"('g', 'o', 'R2', 'd', 'A')"
Gordon,male,"('g', 'o', 'R2', 'd', 'o', 'n')"
Gorgiás,male,"('g', 'o', 'R2', 'g', 'i', 'a:', 'S')"
Gotárd,male,"('g', 'o', 't', 'a:', 'R2', 'd')"
Gotfrid,male,"('g', 'o', 't', 'f', 'R2', 'i', 'd')"
Gothárd,male,"('g', 'o', 't', 'h', 'a:', 'R2', 'd')"
Gotlíb,male,"('g', 'o', 't', 'l', 'i:', 'b')"
Góvardhan,male,"('g', 'o:', 'v', 'A', 'R2', 'd', 'h', 'A', 'n')"
Góvinda,male,"('g', 'o:', 'v', 'i', 'n', 'd', 'A')"
Göncöl,male,"('g', 'Y', 'n', 'ts', 'Y', 'l')"
Gracián,male,"('g', 'R2', 'A', 'ts', 'i', 'a:', 'n')"
Grácián,male,"('g', 'R2', 'a:', 'ts', 'i', 'a:', 'n')"
Gregor,male,"('g', 'R2', 'E', 'g', 'o', 'R2')"
Guidó,male,"('g', 'u', 'i', 'd', 'o:')"
Gujdó,male,"('g', 'u', 'j', 'd', 'o:')"
Gusztáv,male,"('g', 'u', 's', 'S', 't', 'a:', 'v')"
Günter,male,"('g', 'y', 'n', 't', 'E', 'R2')"
Gyárfás,male,"('J', 'g', 'a:', 'R2', 'f', 'a:', 'S')"
Gyécsa,male,"('J', 'g', 'e:', 'tS', 'ts', 'A')"
Gyeke,male,"('J', 'g', 'E', 'k', 'E')"
Gyenes,male,"('J', 'g', 'E', 'n', 'E', 'S')"
Gyoma,male,"('J', 'g', 'o', 'm', 'A')"
Györe,male,"('J', 'g', 'Y', 're', 'R2', 'J', 'g', 'Y')"
György,male,"('J', 'g', 'Y', 'R2', 'J', 'g')"
Györk,male,"('J', 'g', 'Y', 'R2', 'k')"
Györke,male,"('J', 'g', 'Y', 'R2', 'k', 'E')"
Győző,male,"('J', 'g', 'Y', 'z', 'Y')"
Gyula,male,"('J', 'g', 'u', 'l', 'A')"
Habakuk,male,"('h', 'A', 'b', 'A', 'k', 'u', 'k')"
Habib,male,"('h', 'A', 'b', 'i', 'b')"
Hadi,male,"('h', 'A', 'd', 'i', 'i', 'h', 'A', 'd')"
Hadriel,male,"('h', 'A', 'd', 'R2', 'i', 'E', 'l')"
Hadúr,male,"('h', 'A', 'd', 'u:', 'R2')"
Háfiz,male,"('h', 'a:', 'f', 'i', 'z')"
Hájim,male,"('h', 'a:', 'j', 'i', 'm')"
Hakim,male,"('h', 'A', 'k', 'i', 'm')"
Hamid,male,"('h', 'A', 'm', 'i', 'd')"
Hamilkár,male,"('h', 'A', 'm', 'i', 'l', 'k', 'a:', 'R2')"
Hamza,male,"('h', 'A', 'm', 'z', 'A')"
Hananjá,male,"('h', 'A', 'n', 'A', 'n', 'n^n^', 'a:')"
Hannibál,male,"('h', 'A', 'n', 'n', 'i', 'b', 'a:', 'l')"
Hannó,male,"('h', 'A', 'n', 'n', 'o:')"
Haó,male,"('h', 'A', 'o:')"
Harald,male,"('h', 'A', 'R2', 'A', 'l', 'd')"
Hardin,male,"('h', 'A', 'R2', 'd', 'i', 'n')"
Hari,male,"('h', 'A', 'R2', 'i', 'i', 'h', 'A', 'R2')"
Harka,male,"('h', 'A', 'R2', 'k', 'A')"
Harkány,male,"('h', 'A', 'R2', 'k', 'a:', 'n', 'n^')"
Harlám,male,"('h', 'A', 'R2', 'l', 'a:', 'm')"
Harri,male,"('h', 'A', '(r', 'R2', 'R2', 'r', 'i', 'i', 'h', 'A', '(r', 'R2', 'R2', 'r')"
Hárs,male,"('h', 'a:', 'R2', 'S')"
Harsány,male,"('h', 'A', 'R2', 'S', 'a:', 'n', 'n^')"
Hartvig,male,"('h', 'A', 'R2', 't', 'v', 'i', 'ig', 'h', 'A', 'R2', 't', 'v')"
Harun,male,"('h', 'A', 'R2', 'u', 'n')"
Hasszán,male,"('h', 'A', 'ss2', '(L01', 'S', 'a:', 'n')"
Havel,male,"('h', 'A', 'v', 'E', 'l')"
Hebron,male,"('h', 'E', 'b', 'R2', 'o', 'n')"
Hejkó,male,"('h', 'E', 'j', 'k', 'o:')"
Hektor,male,"('h', 'E', 'k', 't', 'o', 'R2')"
